NAICS,,,,,,,,,,,,
CODE,NAICS DESCRIPTION,DATA TYPE,TOTAL,0,1-4,5-9,10-19,<20,20-99,100-499,<500,500+
492,Couriers & messengers,Firms,"7,910","1,241","3,776","1,126",777,"6,920",793,155,"7,868",42
492,Couriers & messengers,Establishments,"12,297","1,241","3,782","1,132",798,"6,953",923,404,"8,280","4,017"
492,Couriers & messengers,Employment,"619,313",0,"7,071","7,326","10,695","25,092","30,840","25,396","81,328","537,985"
492,Couriers & messengers,"Annual Payroll ($1,000)","17,399,431","49,161","152,229","164,824","230,437","596,651","646,408","543,545","1,786,604","15,612,827"
4921,Couriers,Firms,"2,762",479,"1,284",381,255,"2,399",266,66,"2,731",31
4921,Couriers,Establishments,"6,667",479,"1,289",382,267,"2,417",318,217,"2,952","3,715"
4921,Couriers,Employment,"548,858",0,"2,437","2,481","3,490","8,408","10,268","10,897","29,573","519,285"
4921,Couriers,"Annual Payroll ($1,000)","15,890,525","19,055","55,065","57,904","74,314","206,338","226,527","267,181","700,046","15,190,479"
49211,Couriers,Firms,"2,762",479,"1,284",381,255,"2,399",266,66,"2,731",31
49211,Couriers,Establishments,"6,667",479,"1,289",382,267,"2,417",318,217,"2,952","3,715"
49211,Couriers,Employment,"548,858",0,"2,437","2,481","3,490","8,408","10,268","10,897","29,573","519,285"
49211,Couriers,"Annual Payroll ($1,000)","15,890,525","19,055","55,065","57,904","74,314","206,338","226,527","267,181","700,046","15,190,479"
492110,Couriers,Firms,"2,762",479,"1,284",381,255,"2,399",266,66,"2,731",31
492110,Couriers,Establishments,"6,667",479,"1,289",382,267,"2,417",318,217,"2,952","3,715"
492110,Couriers,Employment,"548,858",0,"2,437","2,481","3,490","8,408","10,268","10,897","29,573","519,285"
492110,Couriers,"Annual Payroll ($1,000)","15,890,525","19,055","55,065","57,904","74,314","206,338","226,527","267,181","700,046","15,190,479"
4922,Local messengers & local delivery,Firms,"5,172",762,"2,493",746,523,"4,524",533,97,"5,154",18
4922,Local messengers & local delivery,Establishments,"5,630",762,"2,493",750,531,"4,536",605,187,"5,328",302
4922,Local messengers & local delivery,Employment,"70,455",0,"4,634","4,845","7,205","16,684","20,572","14,499","51,755","18,700"
4922,Local messengers & local delivery,"Annual Payroll ($1,000)","1,508,906","30,106","97,164","106,920","156,123","390,313","419,881","276,364","1,086,558","422,348"
49221,Local messengers & local delivery,Firms,"5,172",762,"2,493",746,523,"4,524",533,97,"5,154",18
49221,Local messengers & local delivery,Establishments,"5,630",762,"2,493",750,531,"4,536",605,187,"5,328",302
49221,Local messengers & local delivery,Employment,"70,455",0,"4,634","4,845","7,205","16,684","20,572","14,499","51,755","18,700"
49221,Local messengers & local delivery,"Annual Payroll ($1,000)","1,508,906","30,106","97,164","106,920","156,123","390,313","419,881","276,364","1,086,558","422,348"
492210,Local messengers & local delivery,Firms,"5,172",762,"2,493",746,523,"4,524",533,97,"5,154",18
492210,Local messengers & local delivery,Establishments,"5,630",762,"2,493",750,531,"4,536",605,187,"5,328",302
492210,Local messengers & local delivery,Employment,"70,455",0,"4,634","4,845","7,205","16,684","20,572","14,499","51,755","18,700"
492210,Local messengers & local delivery,"Annual Payroll ($1,000)","1,508,906","30,106","97,164","106,920","156,123","390,313","419,881","276,364","1,086,558","422,348"
493,Warehousing & storage,Firms,"4,567",429,"1,573",763,608,"3,373",776,280,"4,429",138
493,Warehousing & storage,Establishments,"7,123",433,"1,575",785,651,"3,444","1,098",763,"5,305","1,818"
493,Warehousing & storage,Employment,"135,898",0,"3,397","5,069","8,112","16,578","27,716","31,074","75,368","60,530"
493,Warehousing & storage,"Annual Payroll ($1,000)","4,035,337","33,605","80,408","135,205","227,862","477,080","816,778","911,142","2,205,000","1,830,337"
4931,Warehousing & storage,Firms,"4,567",429,"1,573",763,608,"3,373",776,280,"4,429",138
4931,Warehousing & storage,Establishments,"7,123",433,"1,575",785,651,"3,444","1,098",763,"5,305","1,818"
4931,Warehousing & storage,Employment,"135,898",0,"3,397","5,069","8,112","16,578","27,716","31,074","75,368","60,530"
4931,Warehousing & storage,"Annual Payroll ($1,000)","4,035,337","33,605","80,408","135,205","227,862","477,080","816,778","911,142","2,205,000","1,830,337"
49311,General warehousing & storage,Firms,"2,838",274,983,452,377,"2,086",483,191,"2,760",78
49311,General warehousing & storage,Establishments,"4,415",276,984,465,403,"2,128",654,500,"3,282","1,133"
49311,General warehousing & storage,Employment,"80,704",0,"2,130","2,985","5,063","10,178","17,247","22,007","49,432","31,272"
49311,General warehousing & storage,"Annual Payroll ($1,000)","2,359,205","25,220","49,147","79,818","143,632","297,817","495,519","633,305","1,426,641","932,564"
493110,General warehousing & storage,Firms,"2,838",274,983,452,377,"2,086",483,191,"2,760",78
493110,General warehousing & storage,Establishments,"4,415",276,984,465,403,"2,128",654,500,"3,282","1,133"
493110,General warehousing & storage,Employment,"80,704",0,"2,130","2,985","5,063","10,178","17,247","22,007","49,432","31,272"
493110,General warehousing & storage,"Annual Payroll ($1,000)","2,359,205","25,220","49,147","79,818","143,632","297,817","495,519","633,305","1,426,641","932,564"
49312,Refrigerated warehousing & storage,Firms,612,48,161,118,87,414,138,36,588,24
49312,Refrigerated warehousing & storage,Establishments,945,48,161,121,93,423,184,88,695,250
49312,Refrigerated warehousing & storage,Employment,"27,096",0,372,805,"1,123","2,300","5,326","5,208","12,834","14,262"
49312,Refrigerated warehousing & storage,"Annual Payroll ($1,000)","805,809","3,219","8,625","21,944","34,441","68,229","166,630","154,403","389,262","416,547"
493120,Refrigerated warehousing & storage,Firms,612,48,161,118,87,414,138,36,588,24
493120,Refrigerated warehousing & storage,Establishments,945,48,161,121,93,423,184,88,695,250
493120,Refrigerated warehousing & storage,Employment,"27,096",0,372,805,"1,123","2,300","5,326","5,208","12,834","14,262"
493120,Refrigerated warehousing & storage,"Annual Payroll ($1,000)","805,809","3,219","8,625","21,944","34,441","68,229","166,630","154,403","389,262","416,547"
49313,Farm product warehousing & storage,Firms,357,40,111,64,53,268,48,21,337,20
49313,Farm product warehousing & storage,Establishments,516,42,112,66,54,274,91,69,434,82
49313,Farm product warehousing & storage,Employment,"4,891",0,241,419,698,"1,358","1,215","1,136","3,709","1,182"
49313,Farm product warehousing & storage,"Annual Payroll ($1,000)","127,052","2,901","5,802","9,439","16,091","34,233","28,324","31,016","93,573","33,479"
493130,Farm product warehousing & storage,Firms,357,40,111,64,53,268,48,21,337,20
493130,Farm product warehousing & storage,Establishments,516,42,112,66,54,274,91,69,434,82
493130,Farm product warehousing & storage,Employment,"4,891",0,241,419,698,"1,358","1,215","1,136","3,709","1,182"
493130,Farm product warehousing & storage,"Annual Payroll ($1,000)","127,052","2,901","5,802","9,439","16,091","34,233","28,324","31,016","93,573","33,479"
49319,Other warehousing & storage,Firms,808,67,318,130,95,610,117,43,770,38
49319,Other warehousing & storage,Establishments,"1,247",67,318,133,101,619,169,106,894,353
49319,Other warehousing & storage,Employment,"23,207",0,654,860,"1,228","2,742","3,928","2,723","9,393","13,814"
49319,Other warehousing & storage,"Annual Payroll ($1,000)","743,271","2,265","16,834","24,004","33,698","76,801","126,305","92,418","295,524","447,747"
493190,Other warehousing & storage,Firms,808,67,318,130,95,610,117,43,770,38
493190,Other warehousing & storage,Establishments,"1,247",67,318,133,101,619,169,106,894,353
493190,Other warehousing & storage,Employment,"23,207",0,654,860,"1,228","2,742","3,928","2,723","9,393","13,814"
493190,Other warehousing & storage,"Annual Payroll ($1,000)","743,271","2,265","16,834","24,004","33,698","76,801","126,305","92,418","295,524","447,747"
51,Information,Firms,"79,565","13,051","32,417","12,592","9,219","67,279","9,098","2,094","78,471","1,094"
51,Information,Establishments,"133,590","13,129","32,507","12,718","9,559","67,913","10,781","5,474","84,168","49,422"
51,Information,Employment,"3,545,731",0,"66,908","83,279","124,551","274,738","358,301","363,472","996,511","2,549,220"
51,Information,"Annual Payroll ($1,000)","209,393,800","2,101,891","2,970,359","3,020,443","4,813,420","12,906,113","16,765,223","22,180,082","51,851,418","157,542,382"
511,Publishing industries,Firms,"25,773","2,509","10,298","4,533","3,362","20,702","3,616",910,"25,228",545
511,Publishing industries,Establishments,"32,545","2,530","10,316","4,559","3,412","20,817","4,004","1,957","26,778","5,767"
511,Publishing industries,Employment,"1,080,664",0,"21,979","30,036","45,717","97,732","144,939","160,771","403,442","677,222"
511,Publishing industries,"Annual Payroll ($1,000)","75,347,574","241,871","753,598","1,065,305","1,866,301","3,927,075","7,246,033","10,348,166","21,521,274","53,826,300"
5111,"Newspaper, periodical, book, & database publishers",Firms,"17,429","1,628","7,130","3,270","2,283","14,311","2,237",558,"17,106",323
5111,"Newspaper, periodical, book, & database publishers",Establishments,"21,946","1,637","7,133","3,278","2,309","14,357","2,424","1,295","18,076","3,870"
5111,"Newspaper, periodical, book, & database publishers",Employment,"749,179",0,"15,382","21,660","31,034","68,076","87,724","99,310","255,110","494,069"
5111,"Newspaper, periodical, book, & database publishers","Annual Payroll ($1,000)","31,257,568","119,794","434,432","624,229","986,180","2,164,635","3,136,804","3,955,947","9,257,386","22,000,182"
51111,Newspaper publishers,Firms,"6,172",366,"2,133","1,390",988,"4,877",935,230,"6,042",130
51111,Newspaper publishers,Establishments,"8,586",370,"2,133","1,393",998,"4,894","1,050",691,"6,635","1,951"
51111,Newspaper publishers,Employment,"412,627",0,"4,831","9,304","13,333","27,468","36,375","41,895","105,738","306,889"
51111,Newspaper publishers,"Annual Payroll ($1,000)","14,216,000","26,621","89,005","174,334","273,104","563,064","871,866","1,150,097","2,585,027","11,630,973"
511110,Newspaper publishers,Firms,"6,172",366,"2,133","1,390",988,"4,877",935,230,"6,042",130
511110,Newspaper publishers,Establishments,"8,586",370,"2,133","1,393",998,"4,894","1,050",691,"6,635","1,951"
511110,Newspaper publishers,Employment,"412,627",0,"4,831","9,304","13,333","27,468","36,375","41,895","105,738","306,889"
511110,Newspaper publishers,"Annual Payroll ($1,000)","14,216,000","26,621","89,005","174,334","273,104","563,064","871,866","1,150,097","2,585,027","11,630,973"
51112,Periodical publishers,Firms,"5,257",477,"2,301",954,632,"4,364",603,173,"5,140",117
51112,Periodical publishers,Establishments,"6,252",477,"2,301",955,640,"4,373",638,318,"5,329",923
51112,Periodical publishers,Employment,"135,586",0,"4,912","6,266","8,613","19,791","22,916","26,777","69,484","66,102"
51112,Periodical publishers,"Annual Payroll ($1,000)","7,676,311","32,330","162,828","225,186","348,445","768,789","1,139,334","1,452,317","3,360,440","4,315,871"
511120,Periodical publishers,Firms,"5,257",477,"2,301",954,632,"4,364",603,173,"5,140",117
511120,Periodical publishers,Establishments,"6,252",477,"2,301",955,640,"4,373",638,318,"5,329",923
511120,Periodical publishers,Employment,"135,586",0,"4,912","6,266","8,613","19,791","22,916","26,777","69,484","66,102"
511120,Periodical publishers,"Annual Payroll ($1,000)","7,676,311","32,330","162,828","225,186","348,445","768,789","1,139,334","1,452,317","3,360,440","4,315,871"
51113,Book publishers,Firms,"2,490",275,"1,180",340,230,"2,025",289,90,"2,404",86
51113,Book publishers,Establishments,"2,661",275,"1,183",341,231,"2,030",296,103,"2,429",232
51113,Book publishers,Employment,"87,242",0,"2,390","2,232","3,113","7,735","11,517","12,793","32,045","55,197"
51113,Book publishers,"Annual Payroll ($1,000)","4,309,858","13,809","73,325","74,379","116,203","277,716","451,967","567,701","1,297,384","3,012,474"
511130,Book publishers,Firms,"2,490",275,"1,180",340,230,"2,025",289,90,"2,404",86
511130,Book publishers,Establishments,"2,661",275,"1,183",341,231,"2,030",296,103,"2,429",232
511130,Book publishers,Employment,"87,242",0,"2,390","2,232","3,113","7,735","11,517","12,793","32,045","55,197"
511130,Book publishers,"Annual Payroll ($1,000)","4,309,858","13,809","73,325","74,379","116,203","277,716","451,967","567,701","1,297,384","3,012,474"
51114,Database & directory publishers,Firms,"1,146",108,456,197,150,911,136,43,"1,090",56
51114,Database & directory publishers,Establishments,"1,370",109,456,197,154,916,138,61,"1,115",255
51114,Database & directory publishers,Employment,"46,240",0,"1,023","1,299","2,057","4,379","5,370","7,187","16,936","29,304"
51114,Database & directory publishers,"Annual Payroll ($1,000)","2,418,061","6,695","37,223","63,324","115,385","222,627","258,105","334,022","814,754","1,603,307"
511140,Database & directory publishers,Firms,"1,146",108,456,197,150,911,136,43,"1,090",56
511140,Database & directory publishers,Establishments,"1,370",109,456,197,154,916,138,61,"1,115",255
511140,Database & directory publishers,Employment,"46,240",0,"1,023","1,299","2,057","4,379","5,370","7,187","16,936","29,304"
511140,Database & directory publishers,"Annual Payroll ($1,000)","2,418,061","6,695","37,223","63,324","115,385","222,627","258,105","334,022","814,754","1,603,307"
51119,Other publishers,Firms,"2,591",404,"1,060",389,284,"2,137",293,72,"2,502",89
51119,Other publishers,Establishments,"3,077",406,"1,060",392,286,"2,144",302,122,"2,568",509
51119,Other publishers,Employment,"67,484",0,"2,226","2,559","3,918","8,703","11,546","10,658","30,907","36,577"
51119,Other publishers,"Annual Payroll ($1,000)","2,637,338","40,339","72,051","87,006","133,043","332,439","415,532","451,810","1,199,781","1,437,557"
511191,Greeting card publishers,Firms,98,10,36,14,10,70,14,8,92,6
511191,Greeting card publishers,Establishments,112,10,36,14,10,70,14,9,93,19
511191,Greeting card publishers,Employment,"17,759",0,92,88,136,316,652,"2,000","2,968","14,791"
511191,Greeting card publishers,"Annual Payroll ($1,000)","631,240",450,"3,849","2,081","3,120","9,500","20,824","70,349","100,673","530,567"
511199,All other publishers,Firms,"2,494",394,"1,024",375,274,"2,067",280,64,"2,411",83
511199,All other publishers,Establishments,"2,965",396,"1,024",378,276,"2,074",288,113,"2,475",490
511199,All other publishers,Employment,"49,725",0,"2,134","2,471","3,782","8,387","10,894","8,658","27,939","21,786"
511199,All other publishers,"Annual Payroll ($1,000)","2,006,098","39,889","68,202","84,925","129,923","322,939","394,708","381,461","1,099,108","906,990"
5112,Software publishers,Firms,"8,382",881,"3,168","1,263","1,080","6,392","1,379",357,"8,128",254
5112,Software publishers,Establishments,"10,599",893,"3,183","1,281","1,103","6,460","1,580",662,"8,702","1,897"
5112,Software publishers,Employment,"331,485",0,"6,597","8,376","14,683","29,656","57,215","61,461","148,332","183,153"
5112,Software publishers,"Annual Payroll ($1,000)","44,090,006","122,077","319,166","441,076","880,121","1,762,440","4,109,229","6,392,219","12,263,888","31,826,118"
51121,Software publishers,Firms,"8,382",881,"3,168","1,263","1,080","6,392","1,379",357,"8,128",254
51121,Software publishers,Establishments,"10,599",893,"3,183","1,281","1,103","6,460","1,580",662,"8,702","1,897"
51121,Software publishers,Employment,"331,485",0,"6,597","8,376","14,683","29,656","57,215","61,461","148,332","183,153"
51121,Software publishers,"Annual Payroll ($1,000)","44,090,006","122,077","319,166","441,076","880,121","1,762,440","4,109,229","6,392,219","12,263,888","31,826,118"
511210,Software publishers,Firms,"8,382",881,"3,168","1,263","1,080","6,392","1,379",357,"8,128",254
511210,Software publishers,Establishments,"10,599",893,"3,183","1,281","1,103","6,460","1,580",662,"8,702","1,897"
511210,Software publishers,Employment,"331,485",0,"6,597","8,376","14,683","29,656","57,215","61,461","148,332","183,153"
511210,Software publishers,"Annual Payroll ($1,000)","44,090,006","122,077","319,166","441,076","880,121","1,762,440","4,109,229","6,392,219","12,263,888","31,826,118"
512,Motion picture & sound recording industries,Firms,"18,446","4,076","9,045","2,374","1,490","16,985","1,142",203,"18,330",116
512,Motion picture & sound recording industries,Establishments,"22,899","4,084","9,078","2,400","1,571","17,133","1,441",703,"19,277","3,622"
512,Motion picture & sound recording industries,Employment,"304,204",0,"17,168","15,469","20,123","52,760","42,080","32,738","127,578","176,626"
512,Motion picture & sound recording industries,"Annual Payroll ($1,000)","11,736,136","562,000","1,192,050","600,306","775,493","3,129,849","1,709,649","1,144,166","5,983,664","5,752,472"
5121,Motion picture & video industries,Firms,"15,477","3,623","7,311","1,971","1,295","14,200",997,178,"15,375",102
5121,Motion picture & video industries,Establishments,"19,730","3,625","7,343","1,991","1,369","14,328","1,264",641,"16,233","3,497"
5121,Motion picture & video industries,Employment,"276,588",0,"13,809","12,867","17,520","44,196","36,602","29,095","109,893","166,695"
5121,Motion picture & video industries,"Annual Payroll ($1,000)","9,805,935","512,897","1,075,398","512,174","678,100","2,778,569","1,444,034","978,338","5,200,941","4,604,994"
51211,Motion picture & video production,Firms,"9,786","2,709","5,009",999,554,"9,271",392,69,"9,732",54
51211,Motion picture & video production,Establishments,"10,018","2,710","5,017","1,006",566,"9,299",419,76,"9,794",224
51211,Motion picture & video production,Employment,"84,549",0,"9,015","6,500","7,471","22,986","14,670","10,299","47,955","36,594"
51211,Motion picture & video production,"Annual Payroll ($1,000)","5,722,993","433,305","867,393","312,973","403,641","2,017,312","811,555","501,056","3,329,923","2,393,070"
512110,Motion picture & video production,Firms,"9,786","2,709","5,009",999,554,"9,271",392,69,"9,732",54
512110,Motion picture & video production,Establishments,"10,018","2,710","5,017","1,006",566,"9,299",419,76,"9,794",224
512110,Motion picture & video production,Employment,"84,549",0,"9,015","6,500","7,471","22,986","14,670","10,299","47,955","36,594"
512110,Motion picture & video production,"Annual Payroll ($1,000)","5,722,993","433,305","867,393","312,973","403,641","2,017,312","811,555","501,056","3,329,923","2,393,070"
51212,Motion picture & video distribution,Firms,562,83,281,72,48,484,46,11,541,21
51212,Motion picture & video distribution,Establishments,678,83,283,72,51,489,50,17,556,122
51212,Motion picture & video distribution,Employment,"13,861",0,610,461,682,"1,753","1,713","1,096","4,562","9,299"
51212,Motion picture & video distribution,"Annual Payroll ($1,000)","1,118,723","6,616","34,147","34,074","37,231","112,068","86,245","48,041","246,354","872,369"
512120,Motion picture & video distribution,Firms,562,83,281,72,48,484,46,11,541,21
512120,Motion picture & video distribution,Establishments,678,83,283,72,51,489,50,17,556,122
512120,Motion picture & video distribution,Employment,"13,861",0,610,461,682,"1,753","1,713","1,096","4,562","9,299"
512120,Motion picture & video distribution,"Annual Payroll ($1,000)","1,118,723","6,616","34,147","34,074","37,231","112,068","86,245","48,041","246,354","872,369"
51213,Motion picture & video exhibition,Firms,"2,158",345,563,396,427,"1,731",333,61,"2,125",33
51213,Motion picture & video exhibition,Establishments,"5,884",345,583,405,481,"1,814",543,461,"2,818","3,066"
51213,Motion picture & video exhibition,Employment,"143,958",0,"1,315","2,681","5,713","9,709","11,711","11,160","32,580","111,378"
51213,Motion picture & video exhibition,"Annual Payroll ($1,000)","1,129,991","22,943","21,867","27,326","50,267","122,403","108,784","93,746","324,933","805,058"
512131,Motion picture theaters (except driveins),Firms,"1,932",230,503,372,413,"1,518",321,60,"1,899",33
512131,Motion picture theaters (except driveins),Establishments,"5,593",230,522,379,461,"1,592",518,440,"2,550","3,043"
512131,Motion picture theaters (except driveins),Employment,"142,282",0,"1,183","2,522","5,514","9,219","11,293","10,906","31,418","110,864"
512131,Motion picture theaters (except driveins),"Annual Payroll ($1,000)","1,106,632","20,101","18,993","25,368","47,966","112,428","104,066","90,345","306,839","799,793"
512132,Drivein motion picture theaters,Firms,251,115,61,25,20,221,17,8,246,5
512132,Drivein motion picture theaters,Establishments,291,115,61,26,20,222,25,21,268,23
512132,Drivein motion picture theaters,Employment,"1,676",0,132,159,199,490,418,254,"1,162",514
512132,Drivein motion picture theaters,"Annual Payroll ($1,000)","23,359","2,842","2,874","1,958","2,301","9,975","4,718","3,401","18,094","5,265"
51219,Postproduction & other motion picture & video industries,Firms,"3,022",487,"1,458",504,267,"2,716",241,40,"2,997",25
51219,Postproduction & other motion picture & video industries,Establishments,"3,150",487,"1,460",508,271,"2,726",252,87,"3,065",85
51219,Postproduction & other motion picture & video industries,Employment,"34,220",0,"2,869","3,225","3,654","9,748","8,508","6,540","24,796","9,424"
51219,Postproduction & other motion picture & video industries,"Annual Payroll ($1,000)","1,834,228","50,033","151,991","137,801","186,961","526,786","437,450","335,495","1,299,731","534,497"
512191,Teleproduction & other postproduction services,Firms,"2,707",438,"1,314",450,239,"2,441",214,34,"2,689",18
512191,Teleproduction & other postproduction services,Establishments,"2,816",438,"1,315",453,243,"2,449",221,77,"2,747",69
512191,Teleproduction & other postproduction services,Employment,"29,724",0,"2,533","2,876","3,267","8,676","7,744","5,913","22,333","7,391"
512191,Teleproduction & other postproduction services,"Annual Payroll ($1,000)","1,591,459","47,637","136,376","125,801","169,610","479,424","408,783","302,307","1,190,514","400,945"
512199,Other motion picture & video industries,Firms,324,49,144,54,28,275,29,9,313,11
512199,Other motion picture & video industries,Establishments,334,49,145,55,28,277,31,10,318,16
512199,Other motion picture & video industries,Employment,"4,496",0,336,349,387,"1,072",764,627,"2,463","2,033"
512199,Other motion picture & video industries,"Annual Payroll ($1,000)","242,769","2,396","15,615","12,000","17,351","47,362","28,667","33,188","109,217","133,552"
5122,Sound recording industries,Firms,"2,982",453,"1,734",403,195,"2,785",147,26,"2,958",24
5122,Sound recording industries,Establishments,"3,169",459,"1,735",409,202,"2,805",177,62,"3,044",125
5122,Sound recording industries,Employment,"27,616",0,"3,359","2,602","2,603","8,564","5,478","3,643","17,685","9,931"
5122,Sound recording industries,"Annual Payroll ($1,000)","1,930,201","49,103","116,652","88,132","97,393","351,280","265,615","165,828","782,723","1,147,478"
51221,Record production,Firms,268,54,157,34,9,254,12,0,266,2
51221,Record production,Establishments,276,59,157,34,9,259,12,0,271,5
51221,Record production,Employment,"1,110",0,285,222,118,625,[e],0,[g],[b]
51221,Record production,"Annual Payroll ($1,000)","54,576","8,039","14,129","7,638","5,025","34,831",(D),0,(D),(D)
512210,Record production,Firms,268,54,157,34,9,254,12,0,266,2
512210,Record production,Establishments,276,59,157,34,9,259,12,0,271,5
512210,Record production,Employment,"1,110",0,285,222,118,625,[e],0,[g],[b]
512210,Record production,"Annual Payroll ($1,000)","54,576","8,039","14,129","7,638","5,025","34,831",(D),0,(D),(D)
51222,Integrated record production/distribution,Firms,267,42,140,34,19,235,21,5,261,6
51222,Integrated record production/distribution,Establishments,310,43,140,34,21,238,21,9,268,42
51222,Integrated record production/distribution,Employment,"9,001",0,269,213,257,739,870,757,"2,366","6,635"
51222,Integrated record production/distribution,"Annual Payroll ($1,000)","1,100,330","5,405","11,523","10,545","10,235","37,708","75,589","34,816","148,113","952,217"
512220,Integrated record production/distribution,Firms,267,42,140,34,19,235,21,5,261,6
512220,Integrated record production/distribution,Establishments,310,43,140,34,21,238,21,9,268,42
512220,Integrated record production/distribution,Employment,"9,001",0,269,213,257,739,870,757,"2,366","6,635"
512220,Integrated record production/distribution,"Annual Payroll ($1,000)","1,100,330","5,405","11,523","10,545","10,235","37,708","75,589","34,816","148,113","952,217"
51223,Music publishers,Firms,637,115,362,68,40,585,32,9,626,11
51223,Music publishers,Establishments,670,115,363,69,40,587,42,18,647,23
51223,Music publishers,Employment,"5,125",0,695,422,528,"1,645","1,181","1,053","3,879","1,246"
51223,Music publishers,"Annual Payroll ($1,000)","282,621","20,009","25,967","13,797","19,979","79,752","60,706","46,694","187,152","95,469"
512230,Music publishers,Firms,637,115,362,68,40,585,32,9,626,11
512230,Music publishers,Establishments,670,115,363,69,40,587,42,18,647,23
512230,Music publishers,Employment,"5,125",0,695,422,528,"1,645","1,181","1,053","3,879","1,246"
512230,Music publishers,"Annual Payroll ($1,000)","282,621","20,009","25,967","13,797","19,979","79,752","60,706","46,694","187,152","95,469"
51224,Sound recording studios,Firms,"1,494",208,884,219,102,"1,413",66,9,"1,488",6
51224,Sound recording studios,Establishments,"1,516",208,884,222,107,"1,421",78,10,"1,509",7
51224,Sound recording studios,Employment,"8,127",0,"1,758","1,420","1,360","4,538","2,465","1,072","8,075",52
51224,Sound recording studios,"Annual Payroll ($1,000)","326,506","13,103","51,872","46,815","51,206","162,996","95,947","65,444","324,387","2,119"
512240,Sound recording studios,Firms,"1,494",208,884,219,102,"1,413",66,9,"1,488",6
512240,Sound recording studios,Establishments,"1,516",208,884,222,107,"1,421",78,10,"1,509",7
512240,Sound recording studios,Employment,"8,127",0,"1,758","1,420","1,360","4,538","2,465","1,072","8,075",52
512240,Sound recording studios,"Annual Payroll ($1,000)","326,506","13,103","51,872","46,815","51,206","162,996","95,947","65,444","324,387","2,119"
51229,Other sound recording industries,Firms,326,34,191,49,25,299,17,3,319,7
51229,Other sound recording industries,Establishments,397,34,191,50,25,300,24,25,349,48
51229,Other sound recording industries,Employment,"4,253",0,352,325,340,"1,017",[e],761,[g],[g]
51229,Other sound recording industries,"Annual Payroll ($1,000)","166,168","2,547","13,161","9,337","10,948","35,993",(D),"18,874",(D),(D)
512290,Other sound recording industries,Firms,326,34,191,49,25,299,17,3,319,7
512290,Other sound recording industries,Establishments,397,34,191,50,25,300,24,25,349,48
512290,Other sound recording industries,Employment,"4,253",0,352,325,340,"1,017",[e],761,[g],[g]
512290,Other sound recording industries,"Annual Payroll ($1,000)","166,168","2,547","13,161","9,337","10,948","35,993",(D),"18,874",(D),(D)
513,Broadcasting & telecommunications,Firms,"18,137","2,729","6,457","3,078","2,522","14,786","2,440",565,"17,791",346
513,Broadcasting & telecommunications,Establishments,"54,971","2,759","6,486","3,126","2,674","15,045","3,152","1,951","20,148","34,823"
513,Broadcasting & telecommunications,Employment,"1,631,832",0,"13,871","20,676","34,021","68,568","94,752","95,028","258,348","1,373,484"
513,Broadcasting & telecommunications,"Annual Payroll ($1,000)","88,765,942","676,754","471,772","656,401","1,078,081","2,883,008","3,836,697","5,186,658","11,906,363","76,859,579"
5131,Radio & television broadcasting,Firms,"5,974",599,"1,546","1,193","1,200","4,538","1,097",200,"5,835",139
5131,Radio & television broadcasting,Establishments,"8,492",607,"1,556","1,214","1,256","4,633","1,365",613,"6,611","1,881"
5131,Radio & television broadcasting,Employment,"253,643",0,"3,451","8,223","16,324","27,998","40,311","29,393","97,702","155,941"
5131,Radio & television broadcasting,"Annual Payroll ($1,000)","12,292,056","83,101","98,404","180,800","337,633","699,938","1,226,410","1,104,504","3,030,852","9,261,204"
51311,Radio broadcasting,Firms,"4,925",479,"1,252","1,050","1,105","3,886",843,112,"4,841",84
51311,Radio broadcasting,Establishments,"6,442",487,"1,260","1,066","1,156","3,969","1,067",427,"5,463",979
51311,Radio broadcasting,Employment,"121,492",0,"2,812","7,285","15,008","25,105","28,955","14,725","68,785","52,707"
51311,Radio broadcasting,"Annual Payroll ($1,000)","4,840,722","46,235","71,425","153,698","301,362","572,720","848,154","523,498","1,944,372","2,896,350"
513111,Radio networks,Firms,264,36,68,50,32,186,42,16,244,20
513111,Radio networks,Establishments,334,39,68,50,35,192,54,39,285,49
513111,Radio networks,Employment,"9,349",0,143,331,415,889,"1,353","1,866","4,108","5,241"
513111,Radio networks,"Annual Payroll ($1,000)","516,188","6,621","3,991","9,878","11,456","31,946","50,020","83,963","165,929","350,259"
513112,Radio stations,Firms,"4,687",443,"1,184","1,001","1,074","3,702",803,105,"4,610",77
513112,Radio stations,Establishments,"6,108",448,"1,192","1,016","1,121","3,777","1,013",388,"5,178",930
513112,Radio stations,Employment,"112,143",0,"2,669","6,954","14,593","24,216","27,602","12,859","64,677","47,466"
513112,Radio stations,"Annual Payroll ($1,000)","4,324,534","39,614","67,434","143,820","289,906","540,774","798,134","439,535","1,778,443","2,546,091"
51312,Television broadcasting,Firms,"1,107",120,294,143,95,652,260,102,"1,014",93
51312,Television broadcasting,Establishments,"2,050",120,296,148,100,664,298,186,"1,148",902
51312,Television broadcasting,Employment,"132,151",0,639,938,"1,316","2,893","11,356","14,668","28,917","103,234"
51312,Television broadcasting,"Annual Payroll ($1,000)","7,451,334","36,866","26,979","27,102","36,271","127,218","378,256","581,006","1,086,480","6,364,854"
513120,Television broadcasting,Firms,"1,107",120,294,143,95,652,260,102,"1,014",93
513120,Television broadcasting,Establishments,"2,050",120,296,148,100,664,298,186,"1,148",902
